decade, abiealba, piceabie, fagusilv, elevation, area
1, 27.9067, 13.8483, 32.2275, 655, 0.0625
1, 22.188, 12.569, 44.917, 656, 0.3125
1, 24.2128, 7.16014, 46.5106, 657, 0.4375
1, 26.6866, 8.17846, 41.9079, 658, 0.4375
1, 25.7005, 10.2852, 38.0182, 659, 0.5
1, 27.4628, 5.64499, 47.7222, 660, 0.4375
1, 24.833, 8.71654, 42.2404, 661, 0.4375
1, 22.1592, 16.2997, 32.9959, 662, 0.3125
1, 17.9768, 13.2595, 44.4485, 663, 0.3125
1, 19.897, 10.7008, 47.0813, 664, 0.4375
1, 31.209, 10.8579, 32.0198, 665, 0.25
1, 26.1709, 9.39887, 41.2825, 666, 0.1875
1, 20.6802, 11.6022, 49.2573, 667, 0.4375
1, 23.9283, 7.30002, 48.5121, 668, 0.5
1, 26.6596, 11.1405, 36.0554, 669, 0.625
1, 23.9682, 9.15843, 42.8301, 670, 0.375
1, 30.7105, 16.3124, 23.1545, 671, 0.375
1, 36.5435, 14.3181, 17.3511, 672, 0.3125
1, 27.2477, 5.76346, 45.3738, 673, 0.25
1, 25.9676, 9.09758, 39.6384, 674, 0.75
1, 25.0889, 8.45093, 43.6354, 675, 0.25
1, 58.0495, 5.84356, 21.9834, 676, 0.125
1, 26.3235, 6.04614, 44.417, 677, 0.4375
1, 22.1208, 11.1547, 42.0845, 678, 0.6875
1, 36.3594, 8.83038, 26.9046, 679, 0.5625
1, 21.6393, 14.421, 39.8264, 680, 0.5625
1, 23.7123, 10.0072, 43.5615, 681, 0.375
1, 15.7592, 13.0212, 50.9629, 682, 0.3125
1, 26.767, 8.17116, 40.299, 683, 0.25
1, 28.9421, 7.45686, 42.038, 684, 0.5625
1, 27.372, 4.02948, 47.2261, 685, 0.3125
1, 22.6049, 10.5712, 43.2318, 686, 0.5625
1, 33.3205, 12.6041, 21.3764, 687, 0.5625
1, 20.7365, 7.86842, 52.6858, 688, 0.3125
1, 27.1691, 9.2791, 39.3852, 689, 0.4375
1, 23.7936, 8.52746, 51.0258, 690, 0.375
1, 41.0761, 3.64207, 34.372, 691, 0.4375
1, 28.2703, 6.53727, 41.117, 692, 0.75
1, 31.02, 5.05012, 40.9924, 693, 0.3125
1, 27.8323, 6.15764, 42.3361, 694, 0.25
1, 40.1528, 5.28434, 32.5153, 695, 0.375
1, 26.855, 7.49033, 47.6803, 696, 0.1875
1, 21.7297, 16.2451, 36.8526, 697, 0.5
1, 26.6284, 11.2529, 37.6361, 698, 0.8125
1, 24.8251, 12.2075, 37.2118, 699, 0.25
1, 21.7117, 9.91912, 51.2017, 700, 0.75
1, 31.39, 12.2483, 31.8784, 701, 0.4375
1, 30.6727, 8.48458, 37.0574, 702, 0.6875
1, 25.0819, 7.4381, 46.9418, 703, 0.4375
1, 24.4257, 7.86945, 46.1803, 704, 0.625
